,P5,P25,P50 (Median),P75,P95
2025,87.94675402388674,92.4626684169817,95.67242138741858,98.98521640216298,103.59418190069034
2026,86.19355049287716,91.49909796463935,95.44876950260718,99.47332265449857,105.34246250498013
2027,84.04590876070638,89.96491314918723,94.43274126299107,98.99538784080221,105.85298323831287
2028,81.75782182296788,88.49049537341202,93.34939543186283,98.29685375217716,105.59972184564883
2029,79.94088856308315,87.04887470228834,92.19114626486387,97.44172306603797,105.15109897672883
